Gender,Race/Hispanic,Language,Current_Grade,Counselor,Grade_12_Year,City,State,ZIP,HH_Language,Translation_Req,PGP,Credential_Type,2017,2018,2019,2020,2021,2-D_Art_and_Design,Biology_AP_Exam,Calculus_AB,Calculus_BC,Calculus_BC:_AB_Subscore,Chemistry_AP_Exam,Computer_Science_Principles,Computer_Science_A,Chinese_Language_and_Culture,Drawing,English_Language_and_Composition,English_Literature_and_Composition,Environmental_Science,European_History,French_Language_and_Culture,Music_Aural_Subscore,Music_Non-Aural_Subscore,Music_Theory,Physics_1,Physics_C:_Electricity_and_Magnetism,Physics_C:_Mechanics,Spanish_Language_and_Culture,United_States_History,World_History:_Modern,Math_8_Final,Science_8_Final,English_8_Final,Math_9_Final,Science_9_Final,English_9_Final,Math_10_Final,Science_10_Final,English_10_Final,Math_11_Final,Science_11_Final,English_11_Final,Math_12_Final,Science_12_Final,English_12_Final,Math_Average,Science_Average,English_Average,Math_8_Course,Science_8_Course,English_8_Course,Math_9_Course,Science_9_Course,English_9_Course,Math_10_Course,Science_10_Course,English_10_Course,Math_11_Course,Science_11_Course,English_11_Course,Math_12_Course,Science_12_Course,English_12_Course,M_Math6,M_Math7,M_Math8,M_Algebra1,M_Geometry,M_Algebra2,M_Calculus,M_APCalculusAB,M_APCalculusBC,S_Science6,S_Science7,S_Science8,S_EarthScience,S_Biology,S_APBiology,S_Chemistry,S_APChemistry,S_Physics,S_AppliedPhysics,S_APPhysics,E_ELA6,E_ELA7,E_ELA8,E_ELA9,E_ELA10,E_ELA11,E_ELA12,E_APLanguage,E_APLiterature
Male,White/No,English,-1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,-1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,65,60,,,,,,,67,73,65,65,,,,,,,,74,67,66,,,,,,
Female,White/Yes,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,Spanish,9,MS,,North Salem,NY,10560,Spanish,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,86,,,,,,,,90,81,,,,,,,,,,87,75,,,,,,,
Male,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/No,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,77,,,,,,,,,,,83,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,4,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,1,,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,Spanish,11,BL,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,75,77,75,92,78,,,,,,,72,83.5,77.5,,,,9021,sci7777,EN0910,314,SC0010,EN1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Asian/No,Mandarin,0,,,Somers,NY,10589,Mandarin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,6,JG,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,Spanish,12,JD,,North Salem,NY,10560,Spanish,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,74,,,96,65,,100,,,,67.5,,90,,,,MA0030,,EN0910,,,ESL0025,MA0910,,ESL0025,,,,,92,90,85,,,,,,,89,93,93,77,,,,,,,,92,92,96,,,,,
Male,White/Yes,Spanish,1,,,North Salem,NY,10560,Spanish,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,94,94,,,,,,96,96,96,,,,,98,,,,,93,92,,,,
Male,White/No,English,0,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,0,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,92,,,,,77,78,,,,
Female,White/Yes,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65,,,,,,,,,,,,,,,,,,,,74,,,,,
Male,White/Yes,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,Multiracial/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Asian/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Asian/No,English,2,,,North Salem,NY,10560,Mandarin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,Spanish,2,,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,2,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,0,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,Croton Falls,NY,10519,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,1,,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Multiracial/Yes,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,5,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,6,JG,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,8,MS,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,8,MS,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,7,JG,,Somers,NY,10589,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,Spanish,9,MS,,Carmel,NY,10512,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,91,95,,,,,,,,,,,,,96,91,95,MA0810,SC0840,EN0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,6,JG,,Purdys,NY,10578,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,8,MS,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,5,,,Brewster,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,9,MS,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,95,96,,,,,,,,,,,,,98,95,96,MA0810,SC0840,EN0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,9,MS,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,78,79,,,,,,,,,,,,,71,78,79,MA0820,SC0820,EN0820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,7,JG,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,English,9,MS,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,90,92,,,,,,,,,,,,,84,90,92,MA0810,SC0840,EN0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,10,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,91,66,95,79,74,,,,,,,,,,84,85,70,MA0810,SC0810,EN0810,MA0930,SC0920,EN0920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,French,8,MS,,Brewster,NY,10509,French,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,French,11,JD,,Brewster,NY,10509,French,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,96,99,95,92,93,94,,,,,,,95.33333333,96,94.5,MA0910,,,MA1040,SC0910,EN0940,MA1140,SCAP10,EN1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,2,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/Yes,English,2,,,North Salem,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Black/African American/Yes,English,4,,,North Salem,NY,10509,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,10,JD,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,65,89,68,,,,,,,,,,65,79.5,68,,SC0840,,MA0910,SC1010,EN0910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,10,JD,,Purdys,NY,10578,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,89,80,65,75,80,,,,,,,,,,70.5,82,80,MA0810,SC0810,EN0810,MA0910,SC0910,EN0910,,,,,,,,,,75,67,,,,,,,,83,77,,,,,,,,,,73,66,,,,,,,
Female,White/No,English,8,MS,,Purdys,NY,10578,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/Yes,Spanish,4,,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,78,,,,,,,,73,83,,,,,,,,,,82,76,,,,,,,
Female,White/Yes,Spanish,11,JD,,North Salem,NY,10560,Spanish,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,88,,89,90,87,77,85,79,,,,,,,85.66666667,87.66666667,83,MA0910,SC1010,,MA1040,SC0910,EN0910,MA1140,SC1110,EN1010,,,,,,,83,,,,,,,,,83,,,,,,,,,,,85,,,,,,,,
Male,White/No,English,10,JD,,North Salem,NY,10560,Arabic,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,96,91,91,95,94,,,,,,,,,,92,95.5,92.5,MA0810,SC0810,EN0810,MA0910,SC0910,EN0940,,,,,,,,,,,83,96,,,,,,,,86,91,91,,,,,,,,,85,95,,,,,,
Female,White/No,English,3,,,North Salem,NY,10560,Arabic,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,6,JG,,North Salem,NY,10560,Arabic,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,White/No,English,12,JD,2020,North Salem,NY,10560,Arabic,No,Attend 4 Year college in NYS,Regents,,,,,52Y6Z23U,,,,,,,,,,,4,2,,,,,,,,,,,2,,77,89,,75,74,94,90,95,96,,,,82,,95,81,86,95,MA0910,SC1010,,MA1010,SC0910,EN0910,MA1110,SC1110,EN1010,,,,MA1210,,ENAP12,78,73,,,,,,,,80,73,,,,,,,,,,79,71,,,,,,,
Female,White/Yes,English,3,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,White/No,English,5,,,Carmel,NY,10512,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,98,,,,,,,,90,95,95,,,,,,,,,84,96,,,,,,
Female,White/No,English,0,,,North Salem,NY,10560,English,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,71,,,,,,,,73,78,,,,,,,,,,73,79,,,,,,
